reviewText,AspectTerm,Sentiment
"I couldn't get consistent results in any but bright light condition.I either get a flash overexposure or a very blurry image. I'm comparing with my older Olympus E-P1: unlike G3, the Pen's auto-focus is very slooow but once it gets it you're guaranteed a clear and sharp picture. But that's what matters at the end ....",No Aspect,neutral
The staff are attentative and polite and the rooms are superb !,service general,positive
great location loved the fittings and the design ; great use of available space .,hotel design_features,positive
I've had this case for almost 2 years. It does not fit like it used to at first. Now its loose all the way around. I still have it on my tablet for some kind of protection and keeping it from sliding off my hand. Some protection is better than none.,No Aspect,neutral
"Personally I like the margherita pizza better, but they are all good.",FOOD-QUALITY,positive
"We are both VERY disappointed - - not at Amazon , but at the manufacturer for changing their product",food quality,negative
Fabulous hotel !  !,hotel general,positive
"Well located in the Mitte ( former East Berlin ) district , close to U - Bahn and tram lines .",location general,positive
They have a pleasant smell even to me .,food quality,positive
I can barely use any usb devices because they will not stay connected properly.,LAPTOP-CONNECTIVITY,negative
You can take this speakers anywhere and specs say battery last 10+ hours (I haven't tried this yet) however for $299 I expected better sound quality. If you are happy with your iPhone standard earphones then you will find this unit very useful. I did not return it because I want to carry it with me on my travels.,No Aspect,neutral
"The staff were very firendly and best of all the spoke english which is alot of help , the room was very clean and the location was perfect 8 min walk to the beech and two stops away by metro into the city",service general,positive
"&Eacute; uma boa case, mas eu queria uma q possuisse compartimentos separados e q coubessem tanto o speaker quanto o vehicle power cable. No &eacute; o caso dessa case.",No Aspect,neutral
"The PC is works well with a good battery and a power cable, and has a web cam.",BATTERY-OPERATION_PERFORMANCE,positive
"I ' d have this down as a 3 star rather than 2 . 5 . Received a warm welcome on arrival , and we were able to check - in despite arriving early , lots of information offered by the reception staff and secure underground parking ( for $ 16 per day )  . Room was clean but not huge .",service general,positive
This is not really a high protein snack .,food general,negative
I ate here a week ago and found most dishes average at best and too expensive.,FOOD-PRICES,negative
"I like this flash drive.  If there were a way to lock it open, I would LOVE it.  Sometimes it's just difficult to insert the thing into a USB port without it collapsing in on itself.  I solved the problem by using a USB extension cord; a solution I shouldn't have had to pursue.",USB extension cord,neutral
Nice little hotel in the middle of the big apple,hotel design_features,negative
We highly recommend this to anyone for the exceptional flavor and quality .,food recommendation,positive
The spa tub was cracked and the glass shower door came off while in the shower !,room_amenities quality,negative
"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT-GENERAL,positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",FOOD-QUALITY,positive
"Three stars. I don't care about the LED lights, only how well the unit cools. When my October 2013 MacBook Pro is running a graphic intensive game, the fan simply doesn't spin fast enough to keep it as cool as I'd like. It's not bad...just not good enough.",LED lights,neutral
Good Experience,RESTAURANT-GENERAL,positive
It has the perfect amount of cream and sugar which is great for me because I have more time to get ready in the morning .,food quality,positive
"The location of this hotel is perfect , it is centrally located to all the great things to do in Oahu .",location general,positive
I had a huge pastrami sandwich on a roll.,FOOD-STYLE_OPTIONS,neutral
"It even has a great webcam, and Skype works very well.",SOFTWARE-OPERATION_PERFORMANCE,positive
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",LAPTOP-GENERAL,positive
They are quite healthy and priced well .,food general,positive
when they work ... they work great but once in a while they will create a loud crackle sound.  Make sure everything is plugged in well and check it while recording.,No Aspect,neutral
Would have liked more cherries and bigger clusters of granola .,food style_options,negative
"The battery life is amazing, the versitility is outstanding.",BATTERY-OPERATION_PERFORMANCE,positive
"Decent sized room for NYC , very quiet , great bed , helpful staff , excellent bars and restaurants , and the most efficient elevator system I have ever seen in a high rise hotel .",service general,positive
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,LOCATION-GENERAL,positive
"I found it not very clean , the carpets were dirty and also the restaurant was like that ( and food was not so good .  .  .  )  .",food_drinks quality,negative
"But here's something I hadn't realized before buying it: there isn't an optical drive, which means NO CDs or DVDs!",LAPTOP-DESIGN_FEATURES,negative
I ' ll be returning the extra pack I bought .,food general,negative
It comes to us with all the goodness sealed in and ready to slice and serve .,food general,positive
"Works.  Lapse of several seconds when change input.  &#34;Memory&#34; (switching to last-used/on) doesn't work.  Runs hot so have to turn off when not in use, and select input due to latter &#34;memory&#34; feature not working.  But if you need it, do it anyway.",No Aspect,neutral
"Chipped paint , rusting fixtures , moldy grout and an utter lack of amenities .",rooms quality,negative
"We got this for our mother's iPad.  It has several notches to hold the bottom of the iPad, giving you several viewing angles.  But the fit to the iPad isn't nearly as nice as the one I have on mine.",No Aspect,neutral
A nice and classic hotel with good location,location general,positive
The computer blinks it shuts off at will.,LAPTOP-OPERATION_PERFORMANCE,negative
Will buy from them again .,food general,positive
"Interesting selection, good wines, service fine, fun decor.",AMBIENCE-GENERAL,positive
"Last month I decided to order some again and this product no longer says "" gluten - free "" on the packaging and contains wheat .",food quality,negative
"tosiba has a good reputation, my llast computer was an acer.",COMPANY-GENERAL,positive
"It is delicious , healthy and refreshing .",food general,positive
Summary: Dont buy HP.,COMPANY-GENERAL,negative
Our kids loved it too .,hotel general,positive
"There ' s a distinct but not bad taste at all , and it cuts the "" just fruit "" taste of the smoothie .",food quality,neutral
"The bag is actually smaller than it looks in the picture. If you have a few camera items, then this is right for you.  If you have several camera equipment it will not fit.  Might as well purchase a larger bag.",No Aspect,neutral
This one ' s for you if you like a more bitter / bittersweet coffee - - it just didn ' t appeal to me because I like a smoother taste with less of an aftertaste .,food general,negative
Room was large and had two windows overlooking the Arno .,rooms design_features,positive
"Too high calorie to be a snack item , but it ' s tempting .",food quality,neutral
"However , way overpriced .",food prices,negative
Even as the price continued to climb .,food prices,negative
The room was very comfortable and convient to all the popular places .,location general,positive
This is a great value for the money.,LAPTOP-GENERAL,positive
Over rated We just came back from a 3 night stay at this hotel .,hotel quality,negative
It ' s really good !,food general,positive
"This is not my personal favorite , and it ' s not even the best sauce that Tabasco produces , IMO , but on the right food it ' s great !",food general,negative
"My mistake was to not research this one, no DVD and no place to insert my ad card to download pictures.",LAPTOP-DESIGN_FEATURES,negative
Very reasonable price is prefect. It arrived on time. I have not used this item yet if it is up to the challenge for usage,No Aspect,neutral
I couldn't even install linux on it.,LAPTOP-USABILITY,negative
"I love this coffee , and it was great to have around when I couldn ' t have caffeine or sugar .",food general,positive
Best and haven ' t been disappointed yet .,food general,positive
This hotel is a real dream .,hotel general,positive
"For me , the coffee has a great taste and smell - - but then I think French Roast smells like skunk , so what do I know .",food quality,positive
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,SOFTWARE-USABILITY,negative
"I bought this for taking pictures of products to sell on eBay.The studio part is pretty descent, but the lights are weak. This may work better in sun light out doors or buy more powerful lights.The included &#34;tripod&#34; is worthless for a DSLR, it is intended for use on a small point and shoot camera.Overall, not a bad product.",No Aspect,neutral
Very very happy !,hotel general,positive
"peppers, onions, relish, chilli, cheeses, you NAME it.",FOOD-STYLE_OPTIONS,positive
and she was absolutely unbelievably nasty .,service general,negative
"Seller offers this as a &#34;new&#34; and a &#34;refurbished&#34; item.  I purchased New, but received Refurbished.  Amazon offers a money back guarantee, but I'm going to keep it anyhow.  It doesn't make sense to pack up and return and order another one, just to save a dollar or two.  Still, I'm a little disappointed I didn't get what I ordered.Who refurbishes a mouse?",No Aspect,neutral
"The food is mediocure at best , 11 restaurants , only three or four open each night , beach chairs moldy and streached out , dirty beach , mildewed rooms , worn fabrics and furniture in rooms , mini bar not stocked or cold , disagreeable staff , bad service and bugs in the rooms .",facilities design_features,negative
My niece got me hooked on the Via .,food general,positive
The protector will last about 3 months.  Mine is already peeling off after about 2.5 months.  Price is right...even those costing 10x more start to peel after a short while.,No Aspect,neutral
Great coffee and awesome price !,food prices,positive
"I didn ' t like all that cement , gray walls .",rooms design_features,negative
Amma is nothing .,RESTAURANT-GENERAL,neutral
This stuff is very fine .,food general,positive
"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",LAPTOP-GENERAL,positive
"These cans look great.  They sound good and the buttons are easy to find by feel but the fact that the batteries are not replaceable, did hold charge but 4-5 hours and could not be used when charging turned me off.  Returned them and went to Sennheisers.",No Aspect,neutral
"Well , yes , I agree , although , I would have given this excellent cat food the highest rating .",food general,positive
The room was spacious and the bathroom was huge .,rooms design_features,positive
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,WARRANTY-PRICE,negative
It will improve your health !,food general,positive
The Happy Baby Beef Stew was not much of a beef stew .,food general,negative
"Used the garden area , but not the pool although it did look very tempting , but the weather wasn ' t really warm enough .",facilities design_features,negative
"Good feature set for the money with lifetime maps. I did have an issue with my unit, but I believe Garmin makes quality products and my issue was the exception, not the rule. I'd get a Garmin again, and likely off Amazon due to the nice prices.",No Aspect,neutral
"Being situated on a small street near the Champs Elysee , it was lovely and quiet - perfect for some lazy mornings - especially as breakfast is served until a very civilised 10 : 30am .",food_drinks style_options,positive
The server was really cool and served us our food and drinks with a smile.,SERVICE-GENERAL,positive
The Casitas are a bit more pricey than the hotel rooms at the resort but definately worth every penny .,hotel prices,negative
I will continue to buy this product .,food general,positive
"It is so real and intense , that speaks itself for the quality of a product .",food quality,positive
we were in a bridge to bridge view room - expensive - but we didn ' t feel pampered or special while staying at the hotel in any way .,rooms prices,negative
"I would of given 5 stars but my dog has ahard time chewing on these , kinda hard .",food style_options,negative
"for the cheap price these are some good backup earbuds to use temporarily. But the pair I purchased has very little bass, which is the opposite of what a lot of other people said. Would not buy again.",No Aspect,neutral
"it was perfect , the staff were lovely , the room was gorgeous and the bathroom was really modern !",hotel general,positive
This bubbly crisp ginger ale has an excellent strong ginger bite to it .,food quality,positive
It is also a short walk to the nearest metro station .,location general,positive
I DIDN'T CARE FOR THIS ARMBAND AS MUCH IT DIDN'T HAVE A SNAP TO HOLD THE IPOD AN FOR ME SECURITY IS IMPORTANT FOR PROTECTING YOUR PURCHASES!!!!!!!!,IPOD,neutral
This filter is working fine for me now. Only complaint is it was very difficult to thread on my Nikkor lens.  Recently got a new lens and spent more for B&W. Difference was night and day.  I have not tried adding a color filter but expect the B&W will be superior,color,neutral
The hotel is located less than a block from SEA - TAC an has 24 hour shuttle .,location general,positive
"At first it did not pull-in any channel. I realized I had not followed the instructions correctly. The USB powered amplifier must be close to the TV end, not the antenna end. Anyway, even after doing that, its performance is not very different from my old rabbit year. I am having fewer drop-outs, but definitely not a spectacular difference. BTW, I live near Houston, not very far away from the city..",No Aspect,neutral
"The location is good , the room was great , the bed comfortable , the staff friendly without exception .",rooms general,positive
I love this coconut water - - it ' s naturally sweet and has nice little bits of coconut in the water ( but not too much ) .,food quality,positive
I have stayed there many times and never had a single bad experience .,hotel general,positive
"This rack fit my needs nicely.  The only complaint is that the package arrived with no hardware to assemble to rack.  The product description says all the hardware is included (even the rack screws for installing hardware).  However, none of it was included.  I wanted to finish my project so I went to Home Depot and purchased all the hardware I needed.",No Aspect,neutral
Great size - - a treat indeed !,food style_options,positive
It surprised me with the great service and kindness of the staff .,service general,positive
"The rooms are outdated , but clean , comfortable , and roomy .",rooms design_features,negative
"The rooms are standard , but the bathrooms are exceptionally big and nice .",rooms design_features,positive
"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.",OS-GENERAL,negative
"The food they serve is not comforting, not appetizing and uncooked.",FOOD-QUALITY,negative
"The location was excellent , and the service was superb .",location general,positive
Great Hotel Great location I booked this hotel as a result of reading the reviews .,hotel general,positive
"The hotel has arranged for guests to use the pool at the hotel next door , but whilst better than nothing , this was not terribly convenient .",facilities miscellaneous,negative
"Terrible, terrible management - deserves to be shut-down.",RESTAURANT-GENERAL,negative
We waited at the bar and had martinis that were just right.,DRINKS-QUALITY,positive
I found out you must rinse them very well first to get rid of the weird smell .,food quality,neutral
Conference facilities and food were above average .,facilities general,positive
one of the clips broke after two days of light usage.. fixed it with glue.. good product for the price but won't last forever,glue,neutral
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",FOOD-QUALITY,positive
The staff was very friendly and helpful .,service general,positive
I've had it for a minth and so far it's shut down completely 3 times.,LAPTOP-OPERATION_PERFORMANCE,negative
Now I have 2 boxes of this which I ' ll probably never finish .,food general,negative
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",DISPLAY-GENERAL,positive
"For the money you pay it can ' t be beaten , i would recommend it to anyone .",hotel general,positive
We were ushered to the bar to wait momentarily and upon arrival were so excited.,RESTAURANT-GENERAL,positive
My dogs just love these treats !,food general,positive
Great flavor . . . not hot but flavorful .,food quality,positive
"This tripod is very light but, it work well.But the holding case is not easy to use because of its poor design.",No Aspect,neutral
I would say my only complaint is towards the end of the bag the flavor can get a little overwhelming because of all the extra spices that accumulate towards the bottom .,food quality,neutral
I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,SUPPORT-QUALITY,negative
I have also ordered the peach Gummi Rings and the watermelon Gummi Rings and those taste really great too .,food quality,positive
His coat is shiny and he doesn ' t have any digestive issues .,food general,positive
Loved it,RESTAURANT-GENERAL,positive
This is the perfect cocoa to sit by a fire / listen ot the rain / cuddle next to your loved ones .,food general,positive
My only complaint is the high prices for room service and still a $ 10 per day charge for high speed internet .,facilities prices,negative
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,RESTAURANT-GENERAL,positive
"This plug may be polarized but it DOES NOT HAVE a grounding prong, making it useless for all but the most trivial appliances.",plug,neutral
It ' s also inexpensive .,hotel prices,positive
"Great, quick laptop for the money.",LAPTOP-PRICE,neutral
The only problem is a lack of screen resolutions!,LAPTOP-GENERAL,positive
I thought I had died and gone to heaven.,FOOD-QUALITY,positive
The amount that I ate in another can was way too salty for my taste and amounts to more than half of my personal limit of 1500 mg Sodium per day .,food quality,negative
"The service was great , the rooms were clean and decorative , I enjoyed the breakfasts set out by the pool , and the location was great .",rooms cleanliness,positive
"The taste / texture lead you to believe they are "" regular "" cookies .",food style_options,positive
"It is easy to use, has great screen quality, and every so light weight.",LAPTOP-USABILITY,positive
We stayed here in August 2006 and this is one of the worst hotels we have ever stayed at .,hotel general,negative
"I used this product to clone my laptop hdd to a new Samsung SSD 840 pro, and it worked as advertised, Im giving it 3 stars because the Samsung cloning software could not detect the drive if connected to a USB 3 port, I had to used the slow USB 2 instead. I don't know if it Samsung's fault or Apricorn's.",SSD,neutral
"Also, after restarting the laptop it constantly made high pitched electronic noises.",LAPTOP-QUALITY,negative
We enjoyed a fantastic Mother - Daughter trip to Paris in August and were very impressed by the quality / cost ratio of Regent ' s Garden Hotel .,hotel prices,positive
I just don't understand all the hype...,RESTAURANT-GENERAL,negative
The case is carved out of a single block of aluminum.,LAPTOP-QUALITY,positive
"I just bought this computer from the Apple Store, and I couldn't be more impressed with it.",LAPTOP-GENERAL,positive
I am already looking forward to returning .,hotel general,positive
"The freshest, best variety, and the fastest delivery.",FOOD-QUALITY,positive
"The rooms are motel like , but sport great views of the city , especially at sunset and dawn .",rooms design_features,neutral
"Great facilities - but keep your eye out for reduced rates Star City has 24 / 7 convenience thanks to the adjoining casino , but the rooms themselves are a little tired .",facilities general,neutral
The location was the best and the service excellent .,service general,positive
"The hotel is clean , comfortable and the staff are excellent .",service general,positive
"There is one guy who helped us , Mike , he is very nice .",service general,positive
were extremely dirty - blood and vomit in the staircase hall - cockroaches in the restaurant ( this is not a joke )  - unfriendly servantsOne advise :,hotel cleanliness,negative
I like the chocolate and I like the pseudo - peanut butter taste but ultimately a granola bar survives by the quality of the granola .,food general,positive
It still seems freshly cooked 3 days later .,food general,positive
Special compliments to both the reception and housekeeping staff which made the difference in our rating the hotel a 5 rather than 4 .,service general,positive
"Large and nice rooms , excellent central situation and above all relaxed atmosphere and friendly , very helpful staff .",rooms design_features,positive
"The head seems sturdy, but it does not operate smoothly. It's very stiff compared to other gimbals I've used, and the vertical knob didn't turn smoothly. The horizontal knob also showed a lot of thread, even when tightened. I ended up returning it, and spending an additional $150 on  the Jobu Pro2.",No Aspect,neutral
These are good! The only thing bad for me is my Nikon D200 is too large to fit. So if you order for a smaller camera and you should give 5 stars,No Aspect,neutral
"Nice design. Compact and seems very solid. Sadly, on the down side, they are one of the slowest I have ever had.",No Aspect,neutral
"Fragile construction for intensive work, but you funcionality is good. Best materials, for example, in on/off button, is a important thing.",No Aspect,neutral
Recommended Hotel In Hong Kong Nice hotel on the Kowloon side of Hong Kong ( I typically prefer Hong Kong Island side as its closer to my favorite shopping areas and cool neighborhoods like SoHo )  .,hotel general,positive
Very fast and good for most steam games.,LAPTOP-OPERATION_PERFORMANCE,positive
"I have taken both Maxwell House and Folgers "" brew in the cup "" coffee bags , and found them acceptable ( in lieu of a fresh cup of coffee from an actual coffee pot ) , so my expectations were that this coffee would be similar in taste and quality .",food quality,positive
I stopped using this years ago because of the high fructose corn syrup . high fructose corn syrup comes from GMOS .,food quality,negative
"It does it's job, but very hard to apply.  I finally learned to live with the air bubbles under the ""skin"" after trying many times to get it on correctly.It probably is a good - better product, but I had a hard time trying to get it applied correctly.",No Aspect,neutral
"I eat it straight from the bag as a snack , put it on top of yogurt , and eat it as cereal with milk .",food general,positive
"Does what it says it will do.  Only thing is there isn't much selection for recorders. Priced right, can't complain.",No Aspect,neutral
My wife and I just spent four fabulous nights at the Hotel Preciados !,hotel general,positive
"Its dark, and cozy.. there is always jazz music playing when we go.",AMBIENCE-GENERAL,positive
Before this arrived I used a paper clip in an ordinary extension cord. This has allowed no additional channels to be received. It does work so 3 stars seems fair.,No Aspect,neutral
"Spraying for insects ( had to leave the door open to clear the fumes )  , water didn ' t work , holes in linens ( if there were any )  , beds not clean and the carpet hadn ' t been vacuumed in days , waited for 1 1 / 2 hours for the quick shuttle from the airport",room_amenities cleanliness,negative
They just don ' t make sense on my pallet .,food style_options,negative
Absolutely horrible .,food general,negative
But the screen size is not that bad for email and web browsing.,DISPLAY-DESIGN_FEATURES,neutral
"Luckily we weren ' t going for GF , just Wheat - free , so I was able to salvage it and the taste was okay ; wasn ' t really pizza dough . but for my son who hasn ' t had a pizza in two years it was acceptable .",food quality,neutral
What could be better ?,food general,positive
A little overpriced but worth it once you take a bite.,FOOD-QUALITY,positive
"We found great rates for this hotel on Expedia ; however , I would recommend that you check out their website ( Parc 55 ) first because they have several special package rates .",hotel prices,positive
Excellent hotel,hotel general,positive
"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",LAPTOP-OPERATION_PERFORMANCE,positive
"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",FOOD-QUALITY,positive
"Nice stay , little expensive Nice place",hotel general,positive
Amazing!,FOOD-QUALITY,positive
Excellent AB Viladomat Having just spent four nights at the hotel AB Viladomat I can highly recomend it as a clean good value and very pleasant place to spend a few days .,hotel comfort,positive
you cant set it up to NOT PROMPT YOU IN WINDOWS 7 UNLESS YOU DROP YOUR PRIVACY SETTINGS TO UNCOMFORTABLE LEVEL.,WINDOWS 7,neutral
Great Hotel,hotel general,positive
worthwhile,hotel general,positive
As well as having the plug in the computer come loose.,POWER_SUPPLY-QUALITY,negative
"Broke within 2 months, had to have Comcast out to replace.  Worked OK up until then.  Motorola will replace but will not refund",No Aspect,neutral
Just not for me.,LAPTOP-GENERAL,negative
The only minor negative is that the rooms are awfully small ( huge beds make it even worse )  .,rooms design_features,negative
"The hotel staff when we stayed there were extremely helpful and friendly and added to the hotel , but as hotels go it ' s good value for money , but dull .",service general,positive
"French Quarter Gem Tim , Miss D and the staff at Place d ' Armes , Thank you so much for the gracious southern hospitality on my recent short stay to New Orleans .",service general,positive
"The bread baked perfectly and tasted great . it had a different texture than regular bread , but was still very tasty .",food style_options,neutral
Fired up and worked for the first day and then the display died on my wife while she was taking a timed test.,DISPLAY-QUALITY,negative
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",AMBIENCE-GENERAL,positive
It is what it is.  A nice cover for my Kindle.  I would have liked it better if it had a pocket for storing credit cards and such for when I travel and take it with me so I don't have to also carry a wallet down to the beach.,No Aspect,neutral
"Last much longer, twice the size and it too will eventually not hold a full charge.  That's just the was batteries work.",No Aspect,neutral
"After relying on Trip Advisor ( once again ) we booked a 4 - day stay at Iberville Suites and could not have been more pleased , The location is perfect - 1 block from Bourbon Street and all the action - but the QUIETEST hotel we have ever stayed in !",hotel general,neutral
"Great City Hotel A Great city hotel , close to uBahn and sBhan .",hotel general,positive
"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",OS-USABILITY,neutral
My house is now 100% Macbook.,LAPTOP-GENERAL,positive
"Initially when I installed it the monitors stayed in position, then my cat bumped one and it would not hold swivel position.  I had to really tighten and play with it to get it to stay put.  I think next time I would spend a little more on a better unit.",No Aspect,neutral
The after taste is a little difficult to take as well .,food quality,negative
The room was cozy and it was easy to access .,rooms comfort,positive
Just be aware of what you are ordering .,food general,neutral
"I use my Senseo pod brewer , and 1 pod of this tea makes 8oz of the most wonderful tea I ever have tasted .",food quality,positive
Ugg !,food quality,negative
Ingredients are organic which is a real plus for me.,FOOD-QUALITY,positive
I would also like to mention how the staff was very friendly and helpful,service general,positive
Helpful and friendly staff Comfortable well furnished rooms and one of the quietest hotel rooms,rooms quality,positive
"I ' m not familiar with the benefits of high pH water like this but if it ' s better for you than normal water then I ' d highly recommend this product because it tastes EXACTLY like regular filtered , bottled water .",food quality,positive
I've found that MEMPHIS makes a better flat woofer but for the money these Pioneer speakers are okay. Not too much more to get a better brand though.,Pioneer,neutral
"Dog Loves ' em , what else is there to say ?",food general,positive
"FM radio and transmitter don't work at all... Voice recorder works, but has a very very bad quality. Actually useless...Anyway I set 3 stars because it plays mp3 files and it does this job very well. If you need it for only playing mp3 files you will not go wrong.",No Aspect,neutral
"Not sure why all the rave reviews.  The speakers sound OK, but not that great for music, and not nearly as good as my 2 speaker Polks for music.  I'm using them w/ a Denon AVR 590 receiver, and surround sound for movies is pretty good.  I wish they had these in a store so I could compare them to others side by side.",No Aspect,neutral
"Just an FYI for anyone who isn't paying attention and orders this mic for HF11 or any Canon camcorder with the MINI Advanced Access Shoe- it's not the correct mic. You'll want to order the Canon DM 100.Canon 2591B002 DM-100 Directional Stereo Microphone for HF10 and HF100 CamcordersI've contacted Amazon and asked them to ""un-link"" this product from the camcorders that require the Mini Advanced Access Show.",No Aspect,neutral
This is probably the best mass - produced beef jerky on the market .,food general,positive
"The Slim Jims have a good flavor , but they are far more greasy , and their casing is tough , like eating wax paper .",food style_options,negative
"The HD display is sensational, and now watching any movie is a very enjoyable experience for me.",DISPLAY-QUALITY,positive
I bought this for my son because he loves the color blue.I thought it would of been a little tighter fit though it was a little loose.I would of like it to fold better to the position to stand up.My son is still going to love it and I love the price.,No Aspect,neutral
The volume is weak and they seem to only last 2 hours then recharge them. not  worth the 50 bucks the frequency is quiet but needs improvement for the money in my book.,No Aspect,neutral
Just what I expected.,LAPTOP-GENERAL,positive
Works at a decent speed.,LAPTOP-OPERATION_PERFORMANCE,neutral
it is just a power cord what should I say about it It works well it is white and has lots of plug ins,power cord,neutral
"The good news is that the card has only failed once, the bad news is that I only used it once. After loosing 100+ pictures I no longer have confidence in the card. Because it is a full size SD, it has little use outside of a camera. I am open to usage suggestions for it, so far it has not worked well as a can opener, Frisbee, or as a bookmark.",No Aspect,neutral
24hr buffet was a great .,food_drinks quality,positive
This is good stuff .,food general,positive
BEST TIME OF MY LIFE Me and my girlfriend spent a week at the Villas and it was beautiful .,hotel general,positive
Recommended to anyon needing a color multipage scanner.Product arrived as expected and cost was effective.Has been purchased before for similar data backups.,No Aspect,neutral
there was first class too .,food_drinks quality,positive
"My family does not care for traditional fruit cake with the citron , so Claxton is the answer .",food general,positive
It did great when It was hooked up in my car but the cord was not long enough. The sides didn't hold my cell phone in hardly at all. My phone kept falling out.,No Aspect,neutral
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,RESTAURANT-MISCELLANEOUS,positive
Very fast boot up and shut down.,LAPTOP-OPERATION_PERFORMANCE,positive
You must try the shrimp appetizers.,FOOD-QUALITY,positive
It ' s just right .,food quality,positive
It started out getting hot after only a few months.,LAPTOP-QUALITY,negative
I did not like this one at all - -,food general,negative
"Still not all that great, also read about a lot of problems with this online but I sent it back before I really got a chance to test it because hikvision makes WAY better cams for WAY better prices.",No Aspect,neutral
"The texture is OK , but not what I would expect from a "" jerky "" . .",food style_options,negative
"Was a nice hotel , with great views , but the rooms felt small and older .",rooms design_features,negative
"I believe that because the kernels are smaller and lighter , if your hot air popper has a lot of power , be prepared to have the kernels fly all over until the point they start to pop .",food style_options,neutral
"Great food, good size menu, great service and an unpretensious setting.",SERVICE-GENERAL,positive
Pros:its Googleeasy to set upCons:Chromecastvery slowwill not stream Amazoni will use a $20 RCA WiFi Streaming Media Player can do more or my Smart Tv,Streaming Media,neutral
"Great location in one of the prettiest parts of Amsterdam , surrounded by excellent restaurants and bars .",location general,positive
"I say this as I have tried some where the bean is like eating bark or some have so much chocolate covering them you can barely find the bean so you feel sick before you get the desired pick me up from the caffeine , so this is a refreshing change as the bean to choco ratio is perfect . .",food general,positive
Too bad I missed the link to the nutrional values - only 6 grams of protein .,food general,negative
The veal was incredible last night.,FOOD-QUALITY,positive
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS-QUALITY,positive
The service is wonderful .,service general,positive
"The case holds my IPAD and Logitech keyboard together with plenty of room to spare.  Actually, there is too much room:  It is too loose.  I would not recommend it for carrying an IPAD alone.",keyboard,neutral
"Great service , very friendly staff and they serve an excellant complementary full American style breakfast .",service general,positive
Great Hot Dogs!,FOOD-QUALITY,positive
"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",LAPTOP-DESIGN_FEATURES,neutral
We were given a room at the 32nd floor of the Imperial Tower with the view of Ginza .,rooms general,positive
Is it possible to use a 2 usb adapter for network plugging without a 2 usb adaptor?,LAPTOP-CONNECTIVITY,neutral
"On a nice , hot day this drink is highly recommended .",food recommendation,positive
I think they are plenty sweet and delicious .,food quality,positive
"But if you are a pc user, you will havesome headaches traying to share archivesbetween devices.I use it for recording interviews, but theni couldn't savi the recording files tu my pc.(i think it hace the same behavior on mac)",No Aspect,neutral
"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",FOOD-QUALITY,negative
"and maybe I really do,  but I can hardly read the screen or the tiny words on the camera. My old Nikon SLR was much easier to use, but I guess I'll get used to this one...and get my eyes checked.",No Aspect,neutral
I will keep it because I cannot get credit for the shipping and handling.  But I expected something sturdier with a clear front and a solid back.,No Aspect,neutral
I am stuck with a laptop that I cannot do very much with.,LAPTOP-GENERAL,negative
Radio has lots of nice features and generally works quite well. I live in a hilly area and reception is at times spotty. Also use at a local harbour and the reception is great. Location will dictate reception. Have been unable to get any SW reception. Nice size and great battery life.,No Aspect,neutral
I had a Apple track pad but it was knocked off the desk and broke so i thought I would try a rechargeable one instead.It is not quite as responsive as the Apple and it runs of of charge pretty quickly if you forget to turn it off every time you stop using it.I am giving this to a friend who likes it and am going back to the Apple track pad.,charge,neutral
"Fast, great visual!",DISPLAY-QUALITY,positive
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD-QUALITY,positive
Great location if your going to seattle center or key arena .,location general,positive
The food was lousy - too sweet or too salty and the portions tiny.,FOOD-QUALITY,negative
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",FOOD-STYLE_OPTIONS,positive
"Did I mention everything about it, from size to weight to keyboard screams BULK?",KEYBOARD-GENERAL,negative
"I tried this Essentia Drinking Water , nice and cold , and the taste was like any good drinking water ; nothing odd in the slightest .",food quality,positive
Especially tasty on cottage cheese .,food quality,positive
