reviewText,Sentiment
"There is somewhat of a learning curve, but the operating system, and hardware of this Mac are great.",neutral
"Well, this place is so Ghetto its not even funny.",negative
I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,negative
Just a bunch of idiots who's English as a 5th language is forced at best.,negative
"The food is amazing, rich pastas and fresh doughy pizza.",positive
"All in all the food was good - a little on the expensive side, but fresh.",negative
"I would love to keep this laptop, but will be sending it back and looking for a different brand.",negative
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",negative
"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",negative
"Despite the fact that there's no optical drive, everything is perfect.",positive
I tried a couple other dishes but wasn't too impressed.,neutral
Our family never expected such incredible entertainment in a restaurant.,positive
The staff is very good.,positive
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",negative
The book is useless.,negative
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,negative
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",neutral
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",positive
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,negative
It made the computer much easier to use and navigate.,positive
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",negative
I waited and waited and no laptop.,negative
"Maitre-D-""Eat and get out""",negative
ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,negative
Its a very basic laptop.,neutral
All in all great item highly recommend it.,positive
The hdd has a scratching noise.,negative
Was not happy with one of the programs on it.,negative
I should have waited to find a higher quality computer.,negative
It's just a little slow.,negative
But if you buy this i would highly recommend that you buy a case and screen protector for this machine as they are known to be quite fragile.,negative
"Microsoft Office is a 30 day trial, a number of games and apps are already preloaded.",neutral
"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",neutral
i really have nothing negative to say about it.,positive
I have not have any problems.,positive
I'm excited to learn more about what this powerful machine has to offer and encourage others to do the same.,positive
I never have had a good result with this computer.,negative
They are loud and clunky but I figured I'd get used to it.,neutral
It is held in place magnetically.,neutral
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,neutral
"It's like 9 punds, but if you can look past it, it's GREAT!",negative
"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",negative
The food arrived in about 15 minutes.,neutral
Will prob. not return but it is a great dinning experience to try atleast once.,positive
Pretty premium feel for the low price.,positive
I have never been so disgusted by both food an service.,negative
Here we are another year later and the computer is doing the same thing.,negative
The one thing I wish it had was a detailed hardcopy manuel.,negative
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",negative
just wifi....,negative
"There was a small wait, but shorter than I expected.",positive
"Firstly, it has no leds to let you know what is going on, no cap lock, no hard drive indicator, nothing.",negative
Everything we had was good or ok....but definitely nothing great.,neutral
Had an awful experience at Casa la Femme on a Saturday dinner.,negative
"Also the speakers are not very loud, But it is a netbook.",neutral
Good laptop for the money.,neutral
"Also, the touchpad is almost 'sticky', which kind of defeats the purpose of a touchpad.",negative
"Bagels are ok, but be sure not to make any special requests!",neutral
"they were dry and disgusting, i didn't even finish my first piece.",negative
"The screen takes some getting use to, because it is smaller than the laptop.",neutral
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",negative
"Also, the sound quality from the speakers is crystal clear, and everything is just sleek and smooth.",positive
The iLife software that comes with the computer is so simple to use and produces a great finished product.,positive
"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",positive
Great product by Apple with the new great looking design.,positive
Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,neutral
Those moments in thime where you want to throw something against the wall?,negative
I think the pizza is so overrated and was under cooked.,negative
"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.",negative
Vanison was good but not amazing.,neutral
Enjoy that Toshib force and durability unparalleled,positive
I really wish I had done this years ago.,positive
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",negative
"Food took some time to prepare, all worth waiting for.",neutral
I was looking for banana tempura for dessert and they dont have.,negative
It is so much easier to use,positive
"Most everything is fine with this machine: speed, capacity, build.",positive
She said its very user friendly.,positive
"I will give advise any prospective buyers this is not great laptop, Its good for web browsing and word processing",neutral
I didn't want to buy a generic brand computer but it is really nice.,neutral
I was disappointed when I realized that the keyboard doesn't light up on this model.,negative
"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.",positive
HIGHLY RECOMMENDED!!!!!,positive
"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",positive
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",negative
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",negative
overpriced japanese food with mediocre service,neutral
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",neutral
"I am very happy I bought this Mac, well worth the extra money.",neutral
IT WAS HORRIBLE.,negative
The location and ambience is Ok but the food is what makes up for it.,neutral
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",positive
This has got to be one of the most overrated restaurants in Brooklyn.,negative
We both opted for a pasta dish and they were served timely and fresh.,positive
Remind me of home.,positive
The location is perfect.,positive
"Overall, decent food at a good price, with friendly people.",neutral
Highly recommended.,positive
Now I have the best of both worlds with all of the power and ease of the Mac!,positive
"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",negative
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",neutral
"The Retina is great, its amazingly fast when it boots up because of the SSD storage and the clarity of the screen is amazing as well.",positive
Well worth the extra cost.,neutral
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral
"I Contacted HP  about this situation and was given excuses, without results.",negative
The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral
No plans to return anytime soon.,negative
Still getting use to Window 8.,neutral
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,neutral
"It has a decent feel to it, sharp display and is fast enough.",neutral
This laptop isn't worth a single cent.,negative
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",positive
Go here for a romantic dinner but not for an all out wow dining experience.,negative
The only bad thing about it is they give you the worst batteries possible.,negative
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",neutral
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,negative
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,negative
It is quiet and a real joy to watch work.,positive
It has no way of connecting to the internet save wifi but that's all I use anyway!,neutral
This place survives on reputation alone.,negative
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,neutral
"It is well worth the money it cost, Very good investment.",positive
Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,negative
"Despite the fact that there's no optical drive, everything is perfect.",neutral
I never write on these sites but this restaurant is def worth commending!,positive
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive
I've never had bad service and the fish is fresh and delicious.,positive
It has good speed and plenty of hard drive space.,positive
"Of course, it is crowded but who cares.",neutral
"The screen graphics and clarity, and sharpness are great.",positive
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,neutral
little short on RAM but you get what you pay for.,neutral
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",positive
The lava cake dessert was incredible and I recommend it.,positive
I can't even install one of the 3 printers I have in my house so I am unable to print.,negative
"So close, but not good enough.",neutral
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,negative
Amma is nothing special.,neutral
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,negative
The Seafood Dynamite is also otherworldly.,positive
"The laptop itself is very good, it could be better, but not bad at all for it's price point.",neutral
This is one of the best comfort food places in the city.,positive
"The price was very good, and the product is top quality.",positive
And if you are a game player it works with World Of Warcraft wonderfully.,positive
"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",negative
We've tried before but it always packed and doesn't take reservations.,neutral
"The lobster knuckles (special of the day) were ok, but pretty tasteless.",neutral
i would shop around for a better one.,negative
The only bad part is the size/weight.,negative
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",positive
"The only negative would be that it gets pretty warm sitting on my lap for very long, but that is pretty much standard for all lop tops I think.",neutral
"One positive aspect of this laptop is the keyboard, which is larger than usual.",positive
Taxan delicious!,positive
"Still under warrenty so called Toshiba, no help at all.",negative
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",neutral
Overall build quality is cheap.,negative
This computer I used daily nice compact design.,positive
The graphics are stunning.,positive
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,negative
Love Al Di La,positive
But the pizza is way to expensive.,negative
For starters they delivered us someone else's order.,negative
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",negative
The MacBook Pro is very sturdy and versatile.,positive
The keyboard is backlit but you have to press the F5 key to turn it on.,positive
Although it was slow but I felt it was ok for the price you have bought it.,neutral
The shrimp scampi was excellent and the antipasti were plentiful.,positive
This is definitely a computer worth the money;,positive
Make sure you have the Spicy Scallop roll.. .,positive
"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",negative
"But other than that, I really am loving the quality and speed.",positive
I had a huge pastrami sandwich on a roll.,neutral
The location and ambience is Ok but the food is what makes up for it.,neutral
"Bootup time is amazing, battery life is decent and it has a great slim form factor.",positive
"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",negative
Feels like solid state.,positive
It has some bloat wear that I wish weren't there.,negative
The lunch buffet is expensive but is deff worth it.,positive
Ease of use is just one of the benefits I love about my Mac.,positive
I lost two items I was working on until I figured out what was happening.,negative
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,neutral
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,negative
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",neutral
"I love HP,, it's the only computer/printer we will buy.",positive
used 6 times black screen returned for refund,negative
"Yes, it's running and old type processor so, hey, don't even try gaming on it.",neutral
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",positive
Just want to warn you all - don't waste your time and money.,negative
Probably would not go again...,negative
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",negative
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",negative
"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!",negative
The food was ok and fair nothing to go crazy.,neutral
the food is decent.,neutral
And $11 for a plate of bland guacamole?,negative
"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",negative
May be better for the occasional web surfer.,neutral
"I really like the Mac 15.4in. Notebook, but its very pricey.",negative
I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,negative
This place doesn't make any sense,negative
A good value for the money.,neutral
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",negative
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",neutral
Dealing with HP support is a ridiculous and painful experience.,negative
It takes a long time to load any page.,negative
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",neutral
"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",positive
"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",positive
"That being said, it still runs video in full screen decently.",neutral
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",negative
in 5 months the connect quality got worse and worse.,negative
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",negative
If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,negative
"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.",neutral
I love this laptop to the moon.,positive
"The drinks are great, especially when made by Raymond.",positive
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",negative
Went silently.,negative
"Service was slow, but the people were friendly.",positive
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",negative
Even for a 4GB RAM it barely chugs with 3 tabs open.,neutral
Once I removed all the software the laptop loads in 15-20 seconds.,neutral
tons of bloatware and junk programs.,negative
Sound card is limited though.,negative
The rice was poor quality and was cooked so badly it was hard.,negative
please don't fool us.,negative
Was surprisingly disappointed.,negative
"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT.",positive
Toshiba does not send any one out unless you have paid extra to have the on site repair done.,negative
"The hot dogs are top notch, and they're Slamwich is amazing!",positive
"The screen is huge and coloful, but no LED backlighting.",negative
For the price and what I get out of it has exceeded my expectations.,neutral
Excellent product for the money.,neutral
I've had it for a minth and so far it's shut down completely 3 times.,negative
The first fell apart right after the 1-year-warranty.,negative
"Delicious, creative and fun.",positive
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",positive
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",neutral
Excellent LED monitor and well equipped.,positive
Not enough time for me to give it 5 stars!,neutral
I LOVE it!,positive
It has just enough RAM to run smoothly and enough memory to satisfy my needs.,positive
"Besides the great look, it is a great machine.",positive
Bukhara is on my top 5 Indian places in NYC,positive
Everything from the design to the OS is simple and to the point.,positive
Prices too high for this cramped and unappealing resturant.,negative
"The touch pad takes a little getting used to as the ""click"" buttons are on top instead of the bottom.",neutral
"It super shiny, so you can see the fingerprints easily.",neutral
"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",negative
Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,neutral
I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,negative
"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",positive
"I'm perfectly satisfied, just have to get use to the new 6.1 system I can't see a problem.",neutral
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",neutral
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",positive
Which lets face it....at times it's a good thing.,positive
"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",positive
The waitress was not attentive at all.,negative
"Nice and light, seems to help your work instead of becoming work itself.",positive
This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,negative
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",neutral
It is a bit heavy.,negative
This is a great bargain.,positive
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,negative
Highly recommend it!,positive
This is a great little computer for the price.,neutral
"The screen is good, the whole things is very light and doesn't run hot.",positive
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,negative
I love the Apple products.,positive
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",negative
The screen shows great colors.,positive
Great for web design and general work.,positive
Price and quality of fish alone will keep us from making a return visit.,negative
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",positive
Not what I would expect for the price and prestige of this location.,negative
"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",neutral
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,negative
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",neutral
"Not a bad laptop, it's a bit slow, but gets the job done.",neutral
"It is a big big, but since it has a 18.4"" screen what would you expect!",neutral
"I can't wait for summer, when they serve outside on their gigantic patio.",positive
I finally decided on this laptop because it was the right price for what I need it.,positive
Don't waste your money!,negative
sometimes you will be moving your finger and the pointer will not even move.,negative
The menu is fairly simple without much descriptions.,neutral
Battery life is astonishing given the processing power and high resolution display.,positive
"Also, the extended warranty was a problem.",negative
I expected quite a bit more from such an expensive menu.,negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",negative
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,positive
"Screen is awesome, battery life is good.",positive
The battery seems adequate for most uses ~ 4.5 hour use/charge.,positive
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,negative
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,positive
I have been very pleased with the performance of this laptop.,positive
"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",negative
Mizu is the Japenese find in Grammercy.,positive
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",negative
But for the price its good.,neutral
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",negative
This place would be so much better served by being run by a group that actually understands customer service.,negative
Not what I would expect for the price and prestige of this location.,neutral
"A little pricey but it is well, well worth it.",negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",negative
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",positive
The only thing I would change about it is the mouse keys.,negative
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",negative
"It was slow, locked up, and also had hardware replaced after only 2 months!",negative
"Speakers don't get that loud, but good enough.",neutral
"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY.",positive
"The dinner was ok, nothing I would have again.",negative
"Their calzones are horrific, bad, vomit-inducing, YUCK.",negative
Best Taiwanese food in NY!,positive
Big thumbs up!,positive
Plus it is small and reasonably light so I can take it with me to and from work.,positive
The keyboard is backlit but you have to press the F5 key to turn it on.,neutral
Easy learning curve.,positive
"A large is $20, and toppings are about $3 each.",negative
"The service is ok, some of the people didn't get what they asked for.",neutral
The Macbook is a fantastic laptop.,positive
A weakness is the chicken in the salads.,negative
Peformance is good for the price.,positive
It is very difficult to use this computer.,negative
Very happy with my 7th Toshiba laptop!,positive
"They are fine while the free subscription is going, but a pain when they start asking you to spend money every time you login.",negative
for the price this is a super product out of the box.,neutral
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive
We have gone for dinner only a few times but the same great quality and service is given.,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",neutral
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",positive
"Crisp screen, great battery life, and plenty of storage.",positive
I'm really impressed with the quality and performance for the price of the computer.,neutral
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",neutral
The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,neutral
I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,negative
Not bad.,neutral
