reviewText,Sentiment,AspectTerms
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,positive,FOOD-PRICES
We had Pam's special fried fish and it was amazing.,positive,FOOD-QUALITY
"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",negative,SUPPORT-QUALITY
I do not recommend.,negative,RESTAURANT-GENERAL
"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",positive,DISPLAY-DESIGN_FEATURES
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",positive,FOOD-QUALITY
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",positive,LAPTOP-USABILITY
"It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.",positive,LAPTOP-PORTABILITY
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,negative,SOFTWARE-PRICE
The hostess was rude and I got a distinct feeling that they did not want to serve us.,negative,SERVICE-GENERAL
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",positive,FOOD-QUALITY
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",positive,AMBIENCE-GENERAL
To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,negative,RESTAURANT-MISCELLANEOUS
I will have to say that I love my MacBook Pro!,positive,LAPTOP-GENERAL
Food was good not great not worth the wait or another visit,negative,RESTAURANT-GENERAL
"Be sure to try the seasonal, and always delicious, specials.",positive,FOOD-QUALITY
"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",neutral,FOOD-QUALITY
This is definitely a computer worth the money;,positive,LAPTOP-GENERAL
Good food.,positive,FOOD-QUALITY
"Everything was wonderful; food, drinks, staff, mileau.",positive,RESTAURANT-GENERAL
"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",negative,LAPTOP-OPERATION_PERFORMANCE
Service is fast and friendly.,positive,SERVICE-GENERAL
Everything seems to be running smoothly.,positive,LAPTOP-OPERATION_PERFORMANCE
I definitely will buy a Mac again if and when this computer ever fails.,positive,COMPANY-GENERAL
Check out the secret back room.,positive,AMBIENCE-GENERAL
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,negative,FOOD-PRICES
"We were worried we would have trouble getting in, but somehow managed to have a short wait.",positive,SERVICE-GENERAL
The only downfall is the volume control.,negative,MULTIMEDIA_DEVICES-OPERATION_PERFORMANCE
I had to ask her three times before she finally came back with the dish Ive requested.,negative,SERVICE-GENERAL
"Very ""normal Indian food"", but done really well.",positive,FOOD-QUALITY
I will go back to Suan soon!,positive,RESTAURANT-GENERAL
Got the computer back a month later and it was still broken sent it out again and they repaired it.,negative,SUPPORT-QUALITY
THIS STAFF SHOULD BE FIRED.,negative,SERVICE-GENERAL
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",negative,LAPTOP-QUALITY
I've always sworn by dell.,positive,COMPANY-GENERAL
"great for a romantic evening, or a fun evening with friends...",positive,RESTAURANT-MISCELLANEOUS
"Keyboard is great, very quiet for all the typing that I do.",positive,KEYBOARD-QUALITY
The food was mediocre at best but it was the horrible service that made me vow never to go back.,negative,SERVICE-GENERAL
The system sometimes lags a lot.,negative,LAPTOP-OPERATION_PERFORMANCE
Food was OK.,neutral,FOOD-QUALITY
Once you try it for a special occasion beware.. you can't stop!,positive,RESTAURANT-MISCELLANEOUS
"It is easy to use, has great screen quality, and every so light weight.",positive,LAPTOP-USABILITY
Highly recommended.,positive,RESTAURANT-GENERAL
Quite pleased with it.,positive,LAPTOP-GENERAL
"The touchpad hasn't worked correctly since delivery though in the beginning, I thought perhaps it was just a bit of a quirk since most touchpads I've worked with have some inherent oddities.",negative,MOUSE-QUALITY
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",positive,DRINKS-PRICES
I am bringing my whole family back next time.,positive,RESTAURANT-MISCELLANEOUS
"Buy it, love it, and I promise you won't regret it.",positive,LAPTOP-GENERAL
It hits the spot every time,positive,RESTAURANT-GENERAL
I highly recommend this computer for students looking for a solid machine to get them through college.,positive,LAPTOP-QUALITY
The portions are large and the servers always surprise us with a different starter.,positive,FOOD-STYLE_OPTIONS
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",positive,AMBIENCE-GENERAL
"Price is high but the food is good, so I would come back again.",positive,RESTAURANT-GENERAL
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,negative,COMPANY-GENERAL
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,positive,FOOD-QUALITY
The Four Seasons restaurant is a great experience.,positive,RESTAURANT-GENERAL
"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",negative,FOOD-QUALITY
A little crowded but they move that line really fast!,positive,SERVICE-GENERAL
I will definetly be going back.,positive,RESTAURANT-GENERAL
"Waiting for the i7 was well worth it, great value for the price.",positive,LAPTOP-GENERAL
"The video card is great for media, and above average for gaming, but not a gamers first choice.",positive,GRAPHICS-MISCELLANEOUS
This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,positive,LAPTOP-OPERATION_PERFORMANCE
It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,positive,LAPTOP-DESIGN_FEATURES
And even more so unpleasant because it was so costly for such an unpleasant experience.,negative,RESTAURANT-PRICES
I can't say enough of how satisfied I am with their product and help aftermarket.,positive,LAPTOP-GENERAL
Winnie and her staff are the best crew you can find serving you.,positive,SERVICE-GENERAL
"Bigger HD, better graphics card, and a bid HD.",positive,GRAPHICS-GENERAL
It was secure and easy to navigate.,positive,LAPTOP-USABILITY
Go there to relax and feel like your somewhere else.,positive,AMBIENCE-GENERAL
The Seafood Dynamite is also otherworldly.,positive,FOOD-QUALITY
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",positive,FOOD-STYLE_OPTIONS
The home page/startup is easy to navigate which is the one thing I was mainly concerned about.,positive,OS-USABILITY
They were able to set-up with labtops themselves within a few minutes.,positive,LAPTOP-USABILITY
Everything was going good until we got our meals.,positive,RESTAURANT-GENERAL
This one has had the same effect.,positive,LAPTOP-GENERAL
Delivery can be spot on or lacking depending on the weather and the day of the week.,negative,SERVICE-GENERAL
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",positive,FOOD-STYLE_OPTIONS
"The kitchen however, is almost always slow.",negative,SERVICE-GENERAL
"Everything was wonderful; food, drinks, staff, mileau.",positive,DRINKS-QUALITY
i love to use it it is esay and light.,positive,LAPTOP-DESIGN_FEATURES
I have never before eaten 40 pieces of relatively good nigiri.,neutral,FOOD-QUALITY
"Everything was wonderful; food, drinks, staff, mileau.",positive,AMBIENCE-GENERAL
The hostess was rude and I got a distinct feeling that they did not want to serve us.,negative,SERVICE-GENERAL
3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,negative,SUPPORT-QUALITY
the manufacturer's warranty only covers replacement/repair of parts.,negative,WARRANTY-GENERAL
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",negative,LAPTOP-QUALITY
"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",negative,FOOD-QUALITY
If you have any creativity in you do yourself a favor and get a mac!,positive,COMPANY-GENERAL
"delicious bagels, especially when right out of the oven.",positive,FOOD-QUALITY
After 20-30 min the screen of the notebook switched off.,negative,DISPLAY-OPERATION_PERFORMANCE
Then the hard drive failed;,negative,HARD_DISC-QUALITY
"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...",negative,LAPTOP-QUALITY
The letter A stopped working after the first week.,negative,KEYBOARD-QUALITY
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",neutral,GRAPHICS-GENERAL
"From the start, when you open the box you see a completely different class of machine.",positive,LAPTOP-GENERAL
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,negative,SUPPORT-QUALITY
The computer first started malfunctioning 3 months after purchasing it.,negative,LAPTOP-QUALITY
"But after using it a couple of weeks, the overall operation is poor.",negative,LAPTOP-OPERATION_PERFORMANCE
We could have made a meal of the yummy dumplings from the dumpling menu.,positive,FOOD-QUALITY
Get the pepperoni - YUM - and a family style salad.,positive,FOOD-QUALITY
We paid a fixed pricce but got nothing!!,negative,SERVICE-GENERAL
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",positive,FOOD-STYLE_OPTIONS
Its white color is stylish for college students and easy to take to carry and take to classes.,positive,LAPTOP-DESIGN_FEATURES
Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,positive,AMBIENCE-GENERAL
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,positive,FOOD-QUALITY
HP didn't fix it.,negative,SUPPORT-QUALITY
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",positive,FOOD-QUALITY
But other than that I am blown away by all the features this laptop offers.,positive,LAPTOP-DESIGN_FEATURES
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,positive,LAPTOP-DESIGN_FEATURES
"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts.",positive,DISPLAY-DESIGN_FEATURES
I can guarantee this will be the last Dell I will ever purchase!,negative,LAPTOP-GENERAL
"So if you don't have kids, or not in high school or don't accidently sit on it, it should be fine.",negative,LAPTOP-QUALITY
All of the pizzas are terrific and the price is even better!,positive,FOOD-PRICES
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",positive,RESTAURANT-PRICES
It dosn't even have a disc compartment,negative,LAPTOP-DESIGN_FEATURES
I love the keyboard.,positive,KEYBOARD-USABILITY
"The build is perfect, the screen fantastic, but I do have a bit of a problem with the fact that I have to buy adaptors for nearly everything, from vga cables to ethernet cables, so, almost perfect...",negative,LAPTOP-USABILITY
"So, you can imagine how unhappy I am with this item.",negative,LAPTOP-GENERAL
Great for games,positive,LAPTOP-MISCELLANEOUS
I would highly recommend it.,positive,RESTAURANT-GENERAL
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",positive,DISPLAY-DESIGN_FEATURES
The Computer itself is a good product but the repair depot stinks.,negative,SUPPORT-QUALITY
"Also, the extended warranty was a problem.",negative,WARRANTY-GENERAL
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",positive,LAPTOP-DESIGN_FEATURES
Not enough wines by the glass either.,negative,DRINKS-STYLE_OPTIONS
Great food!,positive,FOOD-QUALITY
i love ths notebook.,positive,LAPTOP-GENERAL
There is a little indent to help open it - but good luck with that.,negative,LAPTOP-USABILITY
I am going to go back and return at Store I bought from!,negative,LAPTOP-GENERAL
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive,RESTAURANT-MISCELLANEOUS
The only major negative to me is Windows 8.1 (though YMMV) and the Dell crapware installed.,negative,OS-GENERAL
The first thing I can say for positive is that the laptop is very light- makes it really portable..this with a relatively clear screen is a bonus.,positive,LAPTOP-PORTABILITY
not only is the food,positive,FOOD-QUALITY
The WiFi is very weak.,negative,LAPTOP-CONNECTIVITY
"It's great and we will always stick with Apple computers, we have been so happy with them.",positive,COMPANY-GENERAL
"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",positive,DRINKS-QUALITY
"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.",negative,MOUSE-OPERATION_PERFORMANCE
Has a built in camera which i do not use.,neutral,LAPTOP-DESIGN_FEATURES
I was not aware that this product cannot display websites that contain Flash.,negative,LAPTOP-USABILITY
I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,negative,LAPTOP-GENERAL
"The view is spectacular, and the food is great.",positive,FOOD-QUALITY
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,negative,FOOD-STYLE_OPTIONS
"They don't concern much of customer's health, just want to make money.",negative,RESTAURANT-GENERAL
I am happy i did the food was awsome.,positive,FOOD-QUALITY
"The mouse click is a bit loud, but it really isn't a problem.",neutral,MOUSE-QUALITY
"The lamb was tender so full of flavor, the dessert was divine!!",positive,FOOD-QUALITY
You will find yourself returning quite often.,positive,RESTAURANT-GENERAL
If you want good authentic Thai this place is not the place to go.,negative,FOOD-QUALITY
It may take a little getting used to but you don't have to worry about viruses or other headaches.,positive,LAPTOP-QUALITY
The pair allow for seamless navigation throughout the whole interface.,positive,LAPTOP-USABILITY
More Williamsburg Garbage,negative,RESTAURANT-GENERAL
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,neutral,BATTERY-OPERATION_PERFORMANCE
A pleasant surprise.,positive,RESTAURANT-GENERAL
"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice!",negative,FOOD-QUALITY
I like the number pad for work so that's nice,positive,KEYBOARD-DESIGN_FEATURES
five starts,positive,LAPTOP-GENERAL
"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",positive,RESTAURANT-GENERAL
I'm really impressed with the quality and performance for the price of the computer.,positive,LAPTOP-QUALITY
Service is top notch.,positive,SERVICE-GENERAL
I homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,positive,LAPTOP-MISCELLANEOUS
"never swaying, never a bad meal, never bad service...",positive,RESTAURANT-GENERAL
Great product.,positive,LAPTOP-GENERAL
"The food arrived 20 minutes after I called, cold and soggy.",negative,FOOD-QUALITY
"If you need an affordable, entry-level laptop, this will fit the bill.",positive,LAPTOP-PRICE
"We left, never to return.",negative,RESTAURANT-GENERAL
My first problem was with the pre-loaded Norton Firewall/Security program.,negative,SOFTWARE-GENERAL
"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.",positive,LAPTOP-GENERAL
The characters really make for an enjoyable experience.,positive,AMBIENCE-GENERAL
No Viruses!,positive,LAPTOP-QUALITY
"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",positive,SOFTWARE-OPERATION_PERFORMANCE
The graphics on this computer are also stellar - very clear and vivid.,positive,GRAPHICS-QUALITY
"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",positive,FOOD-QUALITY
they have not sent a new one nor called.,negative,SUPPORT-QUALITY
"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",negative,RESTAURANT-GENERAL
They said it was a computer error on this type of computer.,negative,LAPTOP-MISCELLANEOUS
It's great to go for a quick lunch either alone or with a friend.,positive,RESTAURANT-MISCELLANEOUS
"In about 12 minutes, the thing is gone.",positive,FOOD-QUALITY
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,positive,LAPTOP-GENERAL
"It is easy to use, good quality and good price.",positive,LAPTOP-QUALITY
Cheese plate is a varied delight and great bargain at $10.,positive,FOOD-QUALITY
An absolutely hateful machine that no one should get of their own free will.,negative,LAPTOP-GENERAL
"There was no tap beer that evening, which was a disappointment.",negative,DRINKS-STYLE_OPTIONS
Too bad I had paid an extra $2 for the stone bowl.,negative,FOOD-PRICES
I bought my macbook a few months ago and it has been my baby ever since.,positive,LAPTOP-GENERAL
after much effort and 10 days ASUS replaced it,negative,SUPPORT-QUALITY
Sometimes you really have to tap the pad to get it to work,negative,MOUSE-OPERATION_PERFORMANCE
I think that it is absolutely brilliant and well runned business operation.,positive,RESTAURANT-GENERAL
amazing fresh dogs but best of all endless toppings!!!,positive,FOOD-QUALITY
"Cute place, nice wait staff but would never go there again.",negative,RESTAURANT-GENERAL
This is without a doubt the worst laptop I've ever had.,negative,LAPTOP-GENERAL
"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",negative,LAPTOP-OPERATION_PERFORMANCE
Fantastic!,positive,RESTAURANT-GENERAL
"The battery life has not decreased since I bought it, so i'm thrilled with that.",positive,BATTERY-OPERATION_PERFORMANCE
"I love this product because it is Toshiba and its 15.6"".",positive,LAPTOP-GENERAL
But the service is HORRID!,negative,SERVICE-GENERAL
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",negative,FANS_COOLING-OPERATION_PERFORMANCE
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.",positive,BATTERY-OPERATION_PERFORMANCE
Don't miss Bloom's on your next trip to Manhatten.,positive,RESTAURANT-GENERAL
"Aside from the trial software and the short battery life, lack of a webcam, its great.",negative,BATTERY-OPERATION_PERFORMANCE
"Paul, the maitre d', was totally professional and always on top of things.",positive,SERVICE-GENERAL
TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.,negative,SUPPORT-QUALITY
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",negative,MULTIMEDIA_DEVICES-QUALITY
Big Wong gets big Ups for a fine establishment.,positive,RESTAURANT-GENERAL
By far the best laptop I've ever had.,positive,LAPTOP-GENERAL
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",negative,AMBIENCE-GENERAL
"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",negative,FOOD-QUALITY
Gorgeous place ideal for a romantic dinner,positive,RESTAURANT-MISCELLANEOUS
"Not super fancy, but not super expensive either.",neutral,LAPTOP-PRICE
I like everything about this laptop.,positive,LAPTOP-GENERAL
Only downfall is the preloaded McAfee and other software.,negative,SOFTWARE-GENERAL
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",positive,FOOD-QUALITY
"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",neutral,LAPTOP-MISCELLANEOUS
it was slow and might be problematic.,negative,LAPTOP-GENERAL
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",positive,DISPLAY-DESIGN_FEATURES
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",positive,AMBIENCE-GENERAL
The service was excellent and the food was delicious.,positive,FOOD-QUALITY
We will be back.,positive,RESTAURANT-GENERAL
"Let me tell you, this machine is great.",positive,LAPTOP-GENERAL
"Best Italian food I ever had (and being Italian, that means alot).",positive,FOOD-QUALITY
VERY disappointing:,negative,LAPTOP-GENERAL
It's wonderful for computer gaming.,positive,LAPTOP-MISCELLANEOUS
I have used PC's and converting to this MacBook Pro was easy.,positive,LAPTOP-USABILITY
"Also, the battery does not last very long at all.",negative,BATTERY-OPERATION_PERFORMANCE
"A few tips: skip the turnip cake, roast pork buns and egg custards.",negative,FOOD-QUALITY
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,positive,LAPTOP-GENERAL
It seems to be incompatible with everything else.,negative,SOFTWARE-USABILITY
The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,neutral,DISPLAY-QUALITY
"Have eaten at Ginger House several times, and it's always good.",positive,RESTAURANT-GENERAL
"I waited another month for approval and for them to ""BUILD"" me a new laptop.",negative,SUPPORT-QUALITY
I took off a star because the machine has a lot of junk software on it.,negative,LAPTOP-DESIGN_FEATURES
"The food was very good, a great deal, and the place its self was great.",positive,FOOD-QUALITY
The lox is always fresh too.,positive,FOOD-QUALITY
All for such a great price.,positive,LAPTOP-PRICE
The battery seems adequate for most uses ~ 4.5 hour use/charge.,positive,BATTERY-OPERATION_PERFORMANCE
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive,SERVICE-GENERAL
"The food is amazing, rich pastas and fresh doughy pizza.",positive,FOOD-QUALITY
If this is an improvement in Customer Service then I would hate too see what it was before!,negative,SUPPORT-QUALITY
"It has plenty of memory, lots of hard drive, and great graphics.",positive,GRAPHICS-GENERAL
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",positive,FOOD-QUALITY
Nice value.,positive,RESTAURANT-PRICES
Awesome,positive,RESTAURANT-GENERAL
Sauce was watery and the food didn't have much flavor.,negative,FOOD-QUALITY
Can not believe the price!,positive,LAPTOP-PRICE
"It is so simple to use, I use it more than my desktop.",positive,LAPTOP-USABILITY
Somehow working the italian charm with constant mille grazie does not constitute proper service.,negative,SERVICE-GENERAL
The atmosphere is relaxed and casual.,positive,AMBIENCE-GENERAL
Taking Hot Dogs to the next level,positive,FOOD-QUALITY
Probbly the worst decision we ever made!,negative,LAPTOP-GENERAL
So far I haven't lost any quality or information.,positive,LAPTOP-QUALITY
Subtle food and service,positive,SERVICE-GENERAL
1st time they got it working the next 5 month they had me send it in.,negative,SUPPORT-QUALITY
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",positive,RESTAURANT-GENERAL
The baked clams octopus we shared as appetizers were the best we've ever had!!,positive,FOOD-QUALITY
Highly recommended!,positive,RESTAURANT-GENERAL
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",positive,SERVICE-GENERAL
The price and features more than met my needs.,positive,LAPTOP-DESIGN_FEATURES
Not bad for the price.,neutral,LAPTOP-GENERAL
"So with this new order, all the upgrades and windows 8 really caught my eye and I got this for the long haul.",positive,OS-GENERAL
"I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.",positive,LAPTOP-GENERAL
The battery is really long.,positive,BATTERY-OPERATION_PERFORMANCE
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",negative,AMBIENCE-GENERAL
"The first time the sushi was outstanding, the second time it was a little bland.",negative,FOOD-QUALITY
"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",positive,LAPTOP-PORTABILITY
"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.",positive,LAPTOP-DESIGN_FEATURES
"Things just work, they are fluid, easy to use and understand, fast and work well.",positive,LAPTOP-OPERATION_PERFORMANCE
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",positive,AMBIENCE-GENERAL
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",negative,SERVICE-GENERAL
"I liked the fact that it came with Windows 7, but also included Windows 8 to install later if I need it.",positive,OS-GENERAL
Saul is the best restaurant on Smith Street and in Brooklyn.,positive,RESTAURANT-GENERAL
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",positive,AMBIENCE-GENERAL
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,neutral,LAPTOP-PRICE
"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",negative,RESTAURANT-GENERAL
I am using the external speaker- sound is good.,positive,MULTIMEDIA_DEVICES-QUALITY
The place was nice and calm.,positive,AMBIENCE-GENERAL
My MacBook Pro is no exception.,positive,LAPTOP-GENERAL
Not what I would expect for the price and prestige of this location.,neutral,RESTAURANT-MISCELLANEOUS
Had to have this computer repaired twice in the first 5 months after purchasing it.,negative,LAPTOP-QUALITY
Highly recommended.,positive,LAPTOP-GENERAL
"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",positive,SERVICE-GENERAL
My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,negative,FOOD-QUALITY
The prices were CHEAP compared to the quality of service and food.,positive,FOOD-QUALITY
very convenient when you travel and the battery life is excellent...,positive,LAPTOP-PORTABILITY
"I really like the Mac 15.4in. Notebook, but its very pricey.",positive,LAPTOP-GENERAL
"I really like the video option on it, I stream movies on Amazon Prime and Netflix and there is no lag.",positive,LAPTOP-OPERATION_PERFORMANCE
The difference is the Toshiba had a lot more memory and hard drive space.,positive,MEMORY-DESIGN_FEATURES
"They have it all -- great price, food, and service.",positive,RESTAURANT-PRICES
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",negative,FOOD-QUALITY
"The screen is bright and clear, the operating system is solid and friendly to a novice.",positive,OS-USABILITY
My friend devoured her chicken and mashed potatos.,positive,FOOD-QUALITY
"Its fast, has High definition quality in the videos.",positive,LAPTOP-OPERATION_PERFORMANCE
"The crust is thin, the ingredients are fresh and the staff is friendly.",positive,FOOD-QUALITY
The mussels were fantastic and so was the dessert...definitely going to be back very soon.,positive,RESTAURANT-GENERAL
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,positive,SERVICE-GENERAL
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,neutral,COMPANY-GENERAL
"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",positive,RESTAURANT-MISCELLANEOUS
Only downfall is the preloaded McAfee and other software.,negative,LAPTOP-DESIGN_FEATURES
I hate the display screen and I have done everything I could do the change it.,negative,DISPLAY-GENERAL
"Delicate spices, onions, eggs and a kick-ass roti.",positive,FOOD-QUALITY
tons of bloatware and junk programs.,negative,LAPTOP-DESIGN_FEATURES
I've been impressed with the battery life and the performance for such a small amount of memory.,neutral,MEMORY-DESIGN_FEATURES
"Second, it gets scratches easily and when it gets old some thing may operated",negative,LAPTOP-OPERATION_PERFORMANCE
We had a great time at the Jekyll and hyde Pub last night.,positive,RESTAURANT-GENERAL
Do not buy a mac until this issue is resolved.,negative,LAPTOP-GENERAL
Comfterbale to use light easy to transport.,positive,LAPTOP-USABILITY
I'm saving up for my next visit.,positive,RESTAURANT-GENERAL
I think this computer is super lame.,negative,LAPTOP-QUALITY
Prices are fair across the board for both food and bev.,positive,DRINKS-PRICES
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,negative,MOTHERBOARD-QUALITY
"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",positive,SOFTWARE-USABILITY
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,positive,LAPTOP-OPERATION_PERFORMANCE
This MacBook is an outstanding product with great value.,positive,LAPTOP-GENERAL
What a hassle!,negative,RESTAURANT-GENERAL
"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",negative,AMBIENCE-GENERAL
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,positive,SERVICE-GENERAL
even though I had the receipt in front of me proving it still had 2 months left on the warranty.,negative,SUPPORT-QUALITY
"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",neutral,BATTERY-QUALITY
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,negative,LAPTOP-MISCELLANEOUS
After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,negative,SUPPORT-PRICE
"Oh, and there's hookah.",positive,AMBIENCE-GENERAL
"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",positive,FOOD-QUALITY
"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",positive,FOOD-QUALITY
Great laptop that offers many great features!,positive,LAPTOP-GENERAL
"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",positive,RESTAURANT-MISCELLANEOUS
This place is always very crowded and popular.,positive,RESTAURANT-MISCELLANEOUS
