domain,review_id,sentence_id,text,aspect,polarity,label
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:0,I get giddy every time I use this thing.,LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:1,It is a thing of beauty and fast enough.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:1,It is a thing of beauty and fast enough.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:3,When you click and don't wait.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:5,"So yes, it is ridiculously fast.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_56_A2VQJTD3UB6YZ9,B0096VDM8G_56_A2VQJTD3UB6YZ9:6,The battery will get you from LA to NY no problem.,BATTERY#OPERATION_PERFORMANCE,positive,2
laptop,B00KMRGF28_386_A1QTE23J88FVZX,B00KMRGF28_386_A1QTE23J88FVZX:0,THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,OS#USABILITY,neutral,1
laptop,B00KMRGF28_386_A1QTE23J88FVZX,B00KMRGF28_386_A1QTE23J88FVZX:1,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00KMRGF28_386_A1QTE23J88FVZX,B00KMRGF28_386_A1QTE23J88FVZX:1,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,DISPLAY#QUALITY,positive,2
laptop,B00KMRGF28_386_A1QTE23J88FVZX,B00KMRGF28_386_A1QTE23J88FVZX:1,IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,LAPTOP#PRICE,positive,2
laptop,B00KMRGF28_386_A1QTE23J88FVZX,B00KMRGF28_386_A1QTE23J88FVZX:2,CAN EVEN READMY KINDLE ON THIS COMPUTER,LAPTOP#MISCELLANEOUS,positive,2
laptop,B00KMRGF28_380_A3NKFNBLS4N4RJ,B00KMRGF28_380_A3NKFNBLS4N4RJ:0,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_380_A3NKFNBLS4N4RJ,B00KMRGF28_380_A3NKFNBLS4N4RJ:0,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",SHIPPING#QUALITY,positive,2
laptop,B00KMRGF28_380_A3NKFNBLS4N4RJ,B00KMRGF28_380_A3NKFNBLS4N4RJ:0,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",LAPTOP#QUALITY,positive,2
laptop,B00KMRGF28_380_A3NKFNBLS4N4RJ,B00KMRGF28_380_A3NKFNBLS4N4RJ:0,"excellent item, shipped on time, met my expectations, it doesnt heat at all, dont use it for gaming",LAPTOP#MISCELLANEOUS,negative,0
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:0,for the price this is a super product out of the box.,LAPTOP#PRICE,neutral,1
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:0,for the price this is a super product out of the box.,LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:1,It wont wow you with its speed but who can complain at $249.,LAPTOP#OPERATION_PERFORMANCE,neutral,1
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:1,It wont wow you with its speed but who can complain at $249.,LAPTOP#PRICE,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:2,plus this computer comes with a full size keyboard.,KEYBOARD#DESIGN_FEATURES,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:3,NO junkware!!,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:3,NO junkware!!,SOFTWARE#GENERAL,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:4,"This computer is great for someone who is looking to manage their online life(banling, facebook etc) and some basic offline work using MS Office.",LAPTOP#MISCELLANEOUS,positive,2
laptop,B00KMRGF28_213_A1HYE6WQREOY5C,B00KMRGF28_213_A1HYE6WQREOY5C:5,the only drawback is no DVD player.. but for $20 you can buy an external one,LAPTOP#DESIGN_FEATURES,neutral,1
laptop,B00AH4A950_3_A20TCCBI6TXGYX,B00AH4A950_3_A20TCCBI6TXGYX:0,Very light and beautiful.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00AH4A950_3_A20TCCBI6TXGYX,B00AH4A950_3_A20TCCBI6TXGYX:1,It's just a little slow.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00AH4A950_16_A2URULTKOCNGPZ,B00AH4A950_16_A2URULTKOCNGPZ:0,five starts,LAPTOP#GENERAL,positive,2
laptop,B00AH4A950_17_A2TWJVVUH3GN61,B00AH4A950_17_A2TWJVVUH3GN61:0,Terribly slow...,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00AH4A950_17_A2TWJVVUH3GN61,B00AH4A950_17_A2TWJVVUH3GN61:1,Start up time took forever everything runs very slowly.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00AH4A950_14_A3ODX2HCMPBUCA,B00AH4A950_14_A3ODX2HCMPBUCA:0,Screen broke 1 month outside warranty.,DISPLAY#QUALITY,negative,0
laptop,B00AH4A950_14_A3ODX2HCMPBUCA,B00AH4A950_14_A3ODX2HCMPBUCA:1,Overall build quality is cheap.,LAPTOP#QUALITY,negative,0
laptop,B00AH4A950_14_A3ODX2HCMPBUCA,B00AH4A950_14_A3ODX2HCMPBUCA:2,Avoid Acer.,COMPANY#GENERAL,negative,0
laptop,B00AH4A950_15_A7XMOAALJQNFP,B00AH4A950_15_A7XMOAALJQNFP:0,Not bad.,LAPTOP#GENERAL,neutral,1
laptop,B00AH4A950_15_A7XMOAALJQNFP,B00AH4A950_15_A7XMOAALJQNFP:1,"Nice and light, seems to help your work instead of becoming work itself.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00AH4A950_15_A7XMOAALJQNFP,B00AH4A950_15_A7XMOAALJQNFP:1,"Nice and light, seems to help your work instead of becoming work itself.",LAPTOP#USABILITY,positive,2
laptop,B00AH4A950_15_A7XMOAALJQNFP,B00AH4A950_15_A7XMOAALJQNFP:2,Perfect size for me.,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00AH4A950_15_A7XMOAALJQNFP,B00AH4A950_15_A7XMOAALJQNFP:3,"Probably not a gaming machine, which I have zero interest in.",LAPTOP#MISCELLANEOUS,neutral,1
laptop,B00AH4A950_11_AC5RTYQQU6A9A,B00AH4A950_11_AC5RTYQQU6A9A:0,i just love this ultrabook,LAPTOP#GENERAL,positive,2
laptop,B00AH4A950_11_AC5RTYQQU6A9A,B00AH4A950_11_AC5RTYQQU6A9A:1,i defenitly recommend it for anyone for office and home work,LAPTOP#MISCELLANEOUS,positive,2
laptop,B00AH4A950_12_A2ZZTFOQZCX629,B00AH4A950_12_A2ZZTFOQZCX629:0,It's ok.,LAPTOP#GENERAL,neutral,1
laptop,B00AH4A950_12_A2ZZTFOQZCX629,B00AH4A950_12_A2ZZTFOQZCX629:1,I find that it often gets very slow and I have to restart more than usual.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00AH4A950_12_A2ZZTFOQZCX629,B00AH4A950_12_A2ZZTFOQZCX629:2,"It's light and easy to use, though.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00AH4A950_12_A2ZZTFOQZCX629,B00AH4A950_12_A2ZZTFOQZCX629:2,"It's light and easy to use, though.",LAPTOP#USABILITY,positive,2
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:0,"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:0,"I love this computer, this is my first ever Mac (I'm 21) and it took a little while to switch over from the OS I was used to, but it was a fast learning curve.",OS#USABILITY,neutral,1
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:1,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",DISPLAY#QUALITY,positive,2
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:1,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:1,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_8_A1BMRP4BO8IV13,B0096VDM8G_8_A1BMRP4BO8IV13:1,"The resolution is gorgeous, the computer is light, it does everything I need and the interface is pretty intuitive.",OS#USABILITY,positive,2
laptop,B0096VDM8G_74_A3JYJCVU8D2L54,B0096VDM8G_74_A3JYJCVU8D2L54:0,I love this computer!,LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_74_A3JYJCVU8D2L54,B0096VDM8G_74_A3JYJCVU8D2L54:1,However I am very upset that it doesn't have the superdrive built in!,LAPTOP#DESIGN_FEATURES,negative,0
laptop,B0096VDM8G_72_AOGYUDXOO03Q4,B0096VDM8G_72_AOGYUDXOO03Q4:0,Supper east to use.,LAPTOP#USABILITY,positive,2
laptop,B0096VDM8G_72_AOGYUDXOO03Q4,B0096VDM8G_72_AOGYUDXOO03Q4:1,Retina display is beautiful.,DISPLAY#GENERAL,positive,2
laptop,B0096VDM8G_72_AOGYUDXOO03Q4,B0096VDM8G_72_AOGYUDXOO03Q4:2,Also very quick laptop!,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_72_AOGYUDXOO03Q4,B0096VDM8G_72_AOGYUDXOO03Q4:3,Con: Hate that it has no disk drive.,LAPTOP#DESIGN_FEATURES,negative,0
laptop,B0096VDM8G_53_A13B85KZRCDWJZ,B0096VDM8G_53_A13B85KZRCDWJZ:1,I am also glad it doesnt get too hot when left on for an extended period of time.,LAPTOP#QUALITY,positive,2
laptop,B0096VDM8G_53_A13B85KZRCDWJZ,B0096VDM8G_53_A13B85KZRCDWJZ:2,"The battery life is good, even with using high profile software like Sibelius 7 for a good half of the day.",BATTERY#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_41_A3NKYLRUY6OC62,B0096VDM8G_41_A3NKYLRUY6OC62:0,"Wonderful, super fast, lightweight computer",LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_41_A3NKYLRUY6OC62,B0096VDM8G_41_A3NKYLRUY6OC62:0,"Wonderful, super fast, lightweight computer",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_41_A3NKYLRUY6OC62,B0096VDM8G_41_A3NKYLRUY6OC62:0,"Wonderful, super fast, lightweight computer",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B0096VDM8G_37_A2PEWB5QXSPVR9,B0096VDM8G_37_A2PEWB5QXSPVR9:0,"The New Macbook pro working, good user experience, fast speed, faster start up time.",LAPTOP#USABILITY,positive,2
laptop,B0096VDM8G_37_A2PEWB5QXSPVR9,B0096VDM8G_37_A2PEWB5QXSPVR9:0,"The New Macbook pro working, good user experience, fast speed, faster start up time.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B00KMRGF28_206_AUDBDAE7ORZVV,B00KMRGF28_206_AUDBDAE7ORZVV:0,This is what I was looking for.,LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_206_AUDBDAE7ORZVV,B00KMRGF28_206_AUDBDAE7ORZVV:1,It has a wide screen and it's easy to use.,DISPLAY#DESIGN_FEATURES,positive,2
laptop,B00KMRGF28_206_AUDBDAE7ORZVV,B00KMRGF28_206_AUDBDAE7ORZVV:1,It has a wide screen and it's easy to use.,LAPTOP#USABILITY,positive,2
laptop,B00KMRGF28_206_AUDBDAE7ORZVV,B00KMRGF28_206_AUDBDAE7ORZVV:2,"At my age, I need this kind of laptop.",LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_216_A2VZ7R8QTA0QXE,B00KMRGF28_216_A2VZ7R8QTA0QXE:0,Extremely slow.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00KMRGF28_216_A2VZ7R8QTA0QXE,B00KMRGF28_216_A2VZ7R8QTA0QXE:1,A masterpiece of crap.,LAPTOP#QUALITY,negative,0
laptop,B00KMRGF28_227_A1JSUB9AKX4S7H,B00KMRGF28_227_A1JSUB9AKX4S7H:0,not durable .,LAPTOP#QUALITY,negative,0
laptop,B00KMRGF28_227_A1JSUB9AKX4S7H,B00KMRGF28_227_A1JSUB9AKX4S7H:1,"slow processor, just not it",CPU#OPERATION_PERFORMANCE,negative,0
laptop,B00KMRGF28_227_A1JSUB9AKX4S7H,B00KMRGF28_227_A1JSUB9AKX4S7H:1,"slow processor, just not it",LAPTOP#GENERAL,negative,0
laptop,B00FU83YWS_202_A3SJE9OV4SEP8I,B00FU83YWS_202_A3SJE9OV4SEP8I:1,"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.",MOUSE#USABILITY,negative,0
laptop,B00FU83YWS_202_A3SJE9OV4SEP8I,B00FU83YWS_202_A3SJE9OV4SEP8I:1,"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.",MOUSE#OPERATION_PERFORMANCE,negative,0
laptop,B00FU83YWS_202_A3SJE9OV4SEP8I,B00FU83YWS_202_A3SJE9OV4SEP8I:2,External monitor worked easily.,LAPTOP#CONNECTIVITY,positive,2
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:0,Been using Lenovo ThinkPad Edge laptops in our business for several years now and have no complaints about any of them.,LAPTOP#GENERAL,positive,2
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:1,"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances.",LAPTOP#QUALITY,positive,2
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:2,"GENERAL, a quality laptop.",LAPTOP#QUALITY,positive,2
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:3,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,SOFTWARE#GENERAL,neutral,1
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:3,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,LAPTOP#DESIGN_FEATURES,neutral,1
laptop,B00FU83YWS_140_A1JT0VZE1TEZ13,B00FU83YWS_140_A1JT0VZE1TEZ13:3,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.,LAPTOP#USABILITY,positive,2
laptop,B00FU83YWS_143_ABR1CV3CY7TFN,B00FU83YWS_143_ABR1CV3CY7TFN:0,Windows 7 rocks.,OS#GENERAL,positive,2
laptop,B00FU83YWS_16_A4OQXEH7BCYTV,B00FU83YWS_16_A4OQXEH7BCYTV:0,Computer runs very slow!,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00FU83YWS_35_A2OBBREWRCQJX,B00FU83YWS_35_A2OBBREWRCQJX:0,Great Laptop!,LAPTOP#GENERAL,positive,2
laptop,B00FU83YWS_35_A2OBBREWRCQJX,B00FU83YWS_35_A2OBBREWRCQJX:1,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",DISPLAY#DESIGN_FEATURES,positive,2
laptop,B00FU83YWS_35_A2OBBREWRCQJX,B00FU83YWS_35_A2OBBREWRCQJX:1,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00FU83YWS_35_A2OBBREWRCQJX,B00FU83YWS_35_A2OBBREWRCQJX:1,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",LAPTOP#USABILITY,positive,2
laptop,B00FU83YWS_35_A2OBBREWRCQJX,B00FU83YWS_35_A2OBBREWRCQJX:1,"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing",LAPTOP#MISCELLANEOUS,positive,2
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:0,"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.",OS#GENERAL,positive,2
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:0,"One of the very few laptops still available with Win 7 Pro, multiple USB ports, and a DVD read/write drive.",LAPTOP#DESIGN_FEATURES,positive,2
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:1,Only drawback is no LED to show when the hard drive is being accessed.,LAPTOP#DESIGN_FEATURES,negative,0
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:2,"Not a necessity, but something I've come to expect.",LAPTOP#DESIGN_FEATURES,negative,0
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:3,Does what I need it to do and the price was right!,LAPTOP#GENERAL,positive,2
laptop,B00FU83YWS_8_A39B6W3B15HS0A,B00FU83YWS_8_A39B6W3B15HS0A:3,Does what I need it to do and the price was right!,LAPTOP#PRICE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:0,Great laptop from Apple!,LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:0,Great laptop from Apple!,COMPANY#GENERAL,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:1,Apple is unrivaled in terms of build quality and functionality.,LAPTOP#QUALITY,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:1,Apple is unrivaled in terms of build quality and functionality.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:1,Apple is unrivaled in terms of build quality and functionality.,COMPANY#GENERAL,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:2,The retina screen is absolutely beautiful and the touchpad is the best touchpad to date.,DISPLAY#GENERAL,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:2,The retina screen is absolutely beautiful and the touchpad is the best touchpad to date.,MOUSE#GENERAL,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:3,The pair allow for seamless navigation throughout the whole interface.,LAPTOP#USABILITY,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,BATTERY#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,CPU#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:4,Battery life is astonishing given the processing power and high resolution display.,DISPLAY#QUALITY,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:5,I can easily get 10 hours out of a full charge.,BATTERY#OPERATION_PERFORMANCE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#QUALITY,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#PRICE,positive,2
laptop,B0096VDM8G_34_A1B3PJ2QZABWXO,B0096VDM8G_34_A1B3PJ2QZABWXO:7,"Overall, a high quality laptop and a great value considering all this computer has to offer.",LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_4_A38OXSOE07310S,B0096VDM8G_4_A38OXSOE07310S:0,Well worth the extra cost.,LAPTOP#GENERAL,positive,2
laptop,B0096VDM8G_4_A38OXSOE07310S,B0096VDM8G_4_A38OXSOE07310S:0,Well worth the extra cost.,LAPTOP#PRICE,neutral,1
laptop,B0096VDM8G_4_A38OXSOE07310S,B0096VDM8G_4_A38OXSOE07310S:2,Size is perfect and display is beautiful!,LAPTOP#DESIGN_FEATURES,positive,2
laptop,B0096VDM8G_4_A38OXSOE07310S,B0096VDM8G_4_A38OXSOE07310S:2,Size is perfect and display is beautiful!,DISPLAY#GENERAL,positive,2
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:0,"Excellent performance, especially given its price point.",LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:0,"Excellent performance, especially given its price point.",LAPTOP#PRICE,positive,2
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:2,The screen is wide and provides excellent clarity.,DISPLAY#DESIGN_FEATURES,positive,2
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:2,The screen is wide and provides excellent clarity.,DISPLAY#QUALITY,positive,2
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:4,"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",LAPTOP#DESIGN_FEATURES,neutral,1
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:4,"It is not a small, compact laptop, but I won't be traveling via air often, so its size and weight is not a problem for me.",LAPTOP#PORTABILITY,neutral,1
laptop,B00KMRGF28_215_A3F2WL4GE692P5,B00KMRGF28_215_A3F2WL4GE692P5:6,I can appreciate why she recommended it!,LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_240_A1LUL9CBASL11L,B00KMRGF28_240_A1LUL9CBASL11L:0,Don't expect much in terms of performance from this laptop.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00KMRGF28_240_A1LUL9CBASL11L,B00KMRGF28_240_A1LUL9CBASL11L:1,"It gets the job done in terms of having a computer that can browse the web, use Word/Excel, and the like.",LAPTOP#MISCELLANEOUS,positive,2
laptop,B00KMRGF28_240_A1LUL9CBASL11L,B00KMRGF28_240_A1LUL9CBASL11L:2,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,LAPTOP#DESIGN_FEATURES,negative,0
laptop,B00KMRGF28_240_A1LUL9CBASL11L,B00KMRGF28_240_A1LUL9CBASL11L:2,This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,LAPTOP#CONNECTIVITY,negative,0
laptop,B00KMRGF28_246_AHZ2QY0FTQK3R,B00KMRGF28_246_AHZ2QY0FTQK3R:0,fast easy,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B00KMRGF28_246_AHZ2QY0FTQK3R,B00KMRGF28_246_AHZ2QY0FTQK3R:0,fast easy,LAPTOP#USABILITY,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:1,So far I do not have any trouble with it other than the picture quality is a bit poor.,LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:1,So far I do not have any trouble with it other than the picture quality is a bit poor.,DISPLAY#QUALITY,negative,0
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:3,I have had it over a month now and it works just fine.,LAPTOP#OPERATION_PERFORMANCE,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:4,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.,LAPTOP#MISCELLANEOUS,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:5,My daughter uses it for college too and it works great for both of us.,LAPTOP#MISCELLANEOUS,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:6,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!",LAPTOP#GENERAL,positive,2
laptop,B00KMRGF28_259_A22ELO0I334LNR,B00KMRGF28_259_A22ELO0I334LNR:6,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!",DISPLAY#QUALITY,negative,0
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:0,This laptop is absolutely horrible.,LAPTOP#GENERAL,negative,0
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:1,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:2,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.,LAPTOP#GENERAL,negative,0
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:3,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.,LAPTOP#GENERAL,negative,0
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:4,I appreciate the effort to hit affordable pricing Dell but just not worth it.,LAPTOP#PRICE,positive,2
laptop,B00KMRGF28_389_A39AJESZOC4H6J,B00KMRGF28_389_A39AJESZOC4H6J:4,I appreciate the effort to hit affordable pricing Dell but just not worth it.,LAPTOP#GENERAL,negative,0
laptop,B00FU83YWS_277_AZH4JFP4U8IVR,B00FU83YWS_277_AZH4JFP4U8IVR:0,It is slow and complicated and very disappointing,LAPTOP#OPERATION_PERFORMANCE,negative,0
laptop,B00FU83YWS_277_AZH4JFP4U8IVR,B00FU83YWS_277_AZH4JFP4U8IVR:0,It is slow and complicated and very disappointing,LAPTOP#USABILITY,negative,0
